Id;Name;Clock;Update;Enable
a87832e1-f49b-4a3f-bfbe-7df80d9a7cb2;Group 01;10;10;False
0f62b113-dd0d-4fcf-9ed9-9ae0acd1b092;CbGroup;47;47;True
